GrpCode,MenuCode,GroupName,ChineseGroupName,Name,ChineseName,PNU,DefaultValue,Min,Max,UnitConv,Unit,Scale,Datatype,Enum,ChineseEnum,ModelCodeValue,ReadOnly,Help,LicenseKey,User,BitPosition,DefaultAccess,Decimal,LockedByMainSwitch,Visibility,VariableName,ChineseHelp,QuickParameters
"V01","I077","Valve config.","阀门配置","Valve holding current","阀体保持电流","3142","0.0","0.0","300.0","","%","","INT","","","7","0","Only for non Danfoss stepper motor valve.  
Holding current is too secure the actual position. Not all valve designs require holding current. heck with the valve manufacturer if not mentioned on their literature.","","1,2,3","","","1.0","0","Par_Valve_Setup == 1","Par_Valve_Holding_Current","Only for non Danfoss stepper motor valve.  
Holding current is too secure the actual position. Not all valve designs require holding current. heck with the valve manufacturer if not mentioned on their literature.",""
"V01","I064","Valve config.","阀门配置","Valve step mode","阀体步进模式","3143","3.0","0.0","4.0","","","","Enum","0:Full,1:Half,2:1/4,3:1/8,4:1/16","0:Full,1:Half,2:1/4,3:1/8,4:1/16","7","0","Only for non Danfoss stepper motor valve.  
Valve stepper stepper mode define the resolution of current current through use of microstepping. For Bipolar motors 1/8 is recommend to have smooth and powerful operation.
0 = Full: only 1 current level pr step
1 = Half: 2 current levels (microsteps) pr full step
2 = 1/4: 4 current levels (microsteps) pr full step
3 = 1/8: 8 current levels (microsteps) pr full step
4 = 1/16: 16 current levels (microsteps) pr full step","","1,2,3","","","1.0","0","Par_Valve_Setup == 1","Par_Valve_Step_Mode","Only for non Danfoss stepper motor valve.  
Valve stepper stepper mode define the resolution of current current through use of microstepping. For Bipolar motors 1/8 is recommend to have smooth and powerful operation.
0 = Full: only 1 current level pr step
1 = Half: 2 current levels (microsteps) pr full step
2 = 1/4: 4 current levels (microsteps) pr full step
3 = 1/8: 8 current levels (microsteps) pr full step
4 = 1/16: 16 current levels (microsteps) pr full step",""
"V01","I065","Valve config.","阀门配置","Valve duty cycle","阀体工作周期","3144","100.0","5.0","100.0","","%","","INT","","","7","0","Only for non Danfoss stepper motor valve. 
Useful if continous operation of the valve is not allowed. Most valve design don't have continous operation constraint. 
Check with the valve manufacturer if not mentioned on their literature.","","1,2,3","","","1.0","0","Par_Valve_Setup == 1","Par_Valve_Duty_Cycle","Only for non Danfoss stepper motor valve. 
Useful if continous operation of the valve is not allowed. Most valve design don't have continous operation constraint. 
Check with the valve manufacturer if not mentioned on their literature.",""
"V01","I069","Valve config.","阀门配置","Valve OD during stop","停机阀体开度","3147","0.0","0.0","100.0","","%","","INT","","","7","0","In some applications, i.e reversible system,  the valve must remain open when the controller is off. This can be done by setting a fixed opening degree. When normal control is switched off with the main switch, the valve will keep this opening degree. ","","1,2,3","","","1.0","0","","Par_Valve_OD_during_stop","In some applications, i.e reversible system,  the valve must remain open when the controller is off. This can be done by setting a fixed opening degree. When normal control is switched off with the main switch, the valve will keep this opening degree. ",""
"V01","I070","Valve config.","阀门配置","Start backlash","启动间隙值","3148","0.0","0.0","5.0","","%","","Float","","","7","0","When the valve open from closed position, the start backlash value decides how much to overdive in % of the full stroke.
This can be useful to overcome a undefined open sequence
Note: setting this value to Zero means disabling the feature.","","1,2,3","","","10.0","0","Par_Valve_Setup == 1","Par_Valve_Start_Backlash","When the valve open from closed position, the start backlash value decides how much to overdive in % of the full stroke.
This can be useful to overcome a undefined open sequence
Note: setting this value to Zero means disabling the feature.",""
"V01","I071","Valve config.","阀门配置","Compensation backlash","间隙补偿","3149","0.0","0.0","5.0","","%","","Float","","","7","0","When the valve change direction compensation backlash is used to overcome turning play. In the direction more step is added. Unit is in % of the full stroke  
Note: setting this value to Zero means disabling the feature.","","1,2,3","","","10.0","0","Par_Valve_Setup == 1","Par_Valve_Comp_Backlash","When the valve change direction compensation backlash is used to overcome turning play. In the direction more step is added. Unit is in % of the full stroke  
Note: setting this value to Zero means disabling the feature.",""
"V01","I072","Valve config.","阀门配置","Overdrive","过驱动","3150","4.0","0.0","20.0","","%","","Float","","","7","0","Overdrive is performed when the valve goes to closed postion. Extra steps is taken to secure the valve is closed. This is useful to regain lost stepps during operation. I073 Overdrive enable OD and I174 Overdrive block time can influence it override is done 
Note: setting this value to Zero means disabling the feature.","","1,2,3","","","10.0","0","Par_Valve_Setup == 1","Par_Overdrive","Overdrive is performed when the valve goes to closed postion. Extra steps is taken to secure the valve is closed. This is useful to regain lost stepps during operation. I073 Overdrive enable OD and I174 Overdrive block time can influence it override is done 
Note: setting this value to Zero means disabling the feature.",""
"V01","I073","Valve config.","阀门配置","Overdrive enable OD","过驱动启用开度","3151","0.0","0.0","100.0","","%","","INT","","","7","0","To do a overdrive, OD has to be higher than Overdrive enable OD during operation. This is useful feature to avoid frequent overdrive specially when the valve is most of the time operating at low OD%.","","1,2,3","","","1.0","0","","Par_Overdrive_Enable_OD","To do a overdrive, OD has to be higher than Overdrive enable OD during operation. This is useful feature to avoid frequent overdrive specially when the valve is most of the time operating at low OD%.",""
"V01","I074","Valve config.","阀门配置","Overdrive block time","过驱动限制时间","3152","10.0","0.0","1440.0","","min","","INT","","","7","0","A timer protects the system from frequent overdriving , by preventing repeated overdrive within a settable timer after a overdrive is performed. 
The default value is Zero meaning that the overdrive block timer is OFF.","","1,2,3","","","1.0","0","","Par_Overdrive_Blocktime","A timer protects the system from frequent overdriving , by preventing repeated overdrive within a settable timer after a overdrive is performed. 
The default value is Zero meaning that the overdrive block timer is OFF.",""
"V01","I075","Valve config.","阀门配置","Valve motor decay mode","阀电机衰减模式","3153","0.0","0.0","2.0","","","","Enum","0:Fast,1:Slow,2:Mixed","0:Fast,1:Slow,2:Mixed","7","1","only consider to change to slow decay if the cable distance between the controller and the valve is longer i.e 30m and issue with step loss because of EMC ","","1,2,3","","","1.0","0","0","Par_Valve_Motor_Decay_Mode","only consider to change to slow decay if the cable distance between the controller and the valve is longer i.e 30m and issue with step loss because of EMC ",""
"V01","I076","Valve config.","阀门配置","Valve excitation time after stop","阀停止后励磁时间","3154","10.0","0.0","1000.0","","ms","","INT","","","7","0","After last step before going into holding mode full current is kept for some time","","1,2,3","","","1.0","0","Par_Valve_Setup == 1","Par_Valve_Excitation_Time_After_Stop","After last step before going into holding mode full current is kept for some time",""
"V01","I078","Valve config.","阀门配置","Preset OD","预设开启度","3155","50.0","0.0","100.0","","%","","Float","","","7","0","The (software configurable DI can  be used to force a specific OD to valve.","","1,2,3","","","10.0","0","","Par_Manual_OD_Preset","The (software configurable DI can  be used to force a specific OD to valve.",""
"V01","I068","Valve config.","阀门配置","Valve neutral zone","阀中性区","3156","0.5","0.0","5.0","","%","","Float","","","7","0","The feature is useful to prevent the unnecessary movement of the valve because of  fluctuating signal from the master control. This feature will  maintain the lifetime of the valve. In the neutral zone  there is no valve movement. The valve will only move if the signal from the master controller is higher/lower than the actual position ± Valve neutral zone .","","1,2,3","","","10.0","0","","Par_Valve_Neutral_Zone","The feature is useful to prevent the unnecessary movement of the valve because of  fluctuating signal from the master control. This feature will  maintain the lifetime of the valve. In the neutral zone  there is no valve movement. The valve will only move if the signal from the master controller is higher/lower than the actual position ± Valve neutral zone .",""
"IYY","I090","Exf. ref. config.","外部参考定义","Ext ref. configuration 1A","外部参考定义 1A","3280","0.0","0.0","2.0","","","","Enum","0:Not Used,1:V->SH,2:V->Max OD","0:Not Used,1:V->SH,2:V->Max OD","1","0","Select the type of the external reference signal ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_Mapping_AI4 == 1 && Par_EKE_1V_Variant == 0","Par_Ext_Ref_Setup_A","Select the type of the external reference signal ",""
"IYY","I089","Exf. ref. config.","外部参考定义","Ext ref. configuration 1B","外部参考定义 1B","3278","0.0","0.0","6.0","","","","Enum","0:Not Used,1:V->SH,2:V->Max OD,3:V->Temp,4:Modbus->SH,5:Modbus->Max OD,6:Modbus->T.","0:Not Used,1:V->SH,2:V->Max OD,3:V->Temp,4:Modbus->SH,5:Modbus->Max OD,6:Modbus->T.","2","0","Select the type of the external reference signal ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 1","Par_Ext_Ref_Setup_B","Select the type of the external reference signal ",""
"IYY","O010","Exf. ref. config.","外部参考定义","Ext ref. configuration 1C","外部参考定义 1C","3126","0.0","0.0","9.0","","","","Enum","0:Not Used,1:V->SH,2:V->Max OD,3:V->Temp,4:Modbus->SH,5:Modbus->Max OD,6:Modbus->T.,7:mA->SH,8:mA->Max OD,9:mA->Temp","0:Not Used,1:V->SH,2:V->Max OD,3:V->Temp,4:Modbus->SH,5:Modbus->Max OD,6:Modbus->T.,7:mA->SH,8:mA->Max OD,9:mA->Temp","4","0","Select the type of the external reference signal ","","1,2,3","","","1.0","1","Par_Operation_mode == 0 && Par_EKE_1V_Variant == 2","Par_Ext_Ref_Setup_C","Select the type of the external reference signal ",""
"IYY","I035","Exf. ref. config.","外部参考定义","Ext ref. voltage high","外部参考最大电压值","3129","10.0","0.0","10.0","","V","","Float","","","7","0","Define the external  maximum  reference voltage used as analogue signal","","1,2,3","","","10.0","0","(Par_Operation_mode == 0 && Par_Ext_Ref_Setup >= 1 && Par_Ext_Ref_Setup <= 3) || (Par_Operation_mode == 1 && Par_Driver_Reference_Setup == 0)","Par_Ext_Ref_Voltage_High","Define the external  maximum  reference voltage used as analogue signal","QuickScreen3Parameter_24"
"IYY","I036","Exf. ref. config.","外部参考定义","Ext ref. current low","外部参考最小电流值","3128","4.0","0.0","20.0","","mA","","Float","","","7","0","Define the external minimum reference current used as analogue signal ","","1,2,3","","","10.0","0","(Par_Operation_mode == 0 && Par_Ext_Ref_Setup >= 7 && Par_Ext_Ref_Setup <= 9) || (Par_Operation_mode == 1 && Par_Driver_Reference_Setup == 3)","Par_Ext_Ref_Current_Low","Define the external minimum reference current used as analogue signal ","QuickScreen3Parameter_23"
"IYY","I037","Exf. ref. config.","外部参考定义","Ext ref. current high","外部参考最大电流值","3127","20.0","0.0","20.0","","mA","","Float","","","7","0","Define the external maximum  reference current used as analogue signal ","","1,2,3","","","10.0","0","(Par_Operation_mode == 0 && Par_Ext_Ref_Setup >= 7 && Par_Ext_Ref_Setup <= 9) || (Par_Operation_mode == 1 && Par_Driver_Reference_Setup == 3)","Par_Ext_Ref_Current_High","Define the external maximum  reference current used as analogue signal ","QuickScreen3Parameter_22"
"IYY","I034","Exf. ref. config.","外部参考定义","Ext ref voltage low","外部参考最小电压值","3130","0.0","0.0","10.0","","V","","Float","","","7","0","Define the external  minimum reference voltage used as analogue signal ","","1,2,3","","","10.0","0","(Par_Operation_mode == 0 && Par_Ext_Ref_Setup >= 1 && Par_Ext_Ref_Setup <= 3) || (Par_Operation_mode == 1 && Par_Driver_Reference_Setup == 0)","Par_Ext_Ref_Voltage_Low","Define the external  minimum reference voltage used as analogue signal ","QuickScreen3Parameter_25"
"IYY","I091","Exf. ref. config.","外部参考定义","Driver reference configuration 1B","驱动器参考配置","3282","0.0","0.0","2.0","","","","Enum","0:Voltage to OD,1:Modbus to OD,2:Modbus to steps","0:Voltage to OD,1:Modbus to OD,2:Modbus to steps","2","0","Select the type of the external reference signal ","","1,2,3","","","1.0","0","Par_Operation_mode == 1 && Par_EKE_1V_Variant == 1","Par_Driver_Reference_Setup_B","Select the type of the external reference signal ","QuickScreen1Parameter_7"
"IYY","I033","Exf. ref. config.","外部参考定义","Driver reference configuration 1C","驱动器参考配置","3131","0.0","0.0","3.0","","","","Enum","0:Voltage to OD,1:Modbus to OD,2:Modbus to steps,3:Current to OD","0:Voltage to OD,1:Modbus to OD,2:Modbus to steps,3:Current to OD","4","0","Select the type of the external reference signal ","","1,2,3","","","1.0","0","Par_Operation_mode == 1 && Par_EKE_1V_Variant == 2","Par_Driver_Reference_Setup_C","Select the type of the external reference signal ","QuickScreen1Parameter_8"
"IYY","I079","Exf. ref. config.","外部参考定义","AI4 lowpass bandwidth","AI4低通滤波器带宽","3257","5.0","0.0","5.0","","","","Enum","0:None,1:4 Hz,2:2 Hz,3:1 Hz,4:1/2 Hz,5:1/5 Hz","0:None,1:4 Hz,2:2 Hz,3:1 Hz,4:1/2 Hz,5:1/5 Hz","7","0","External signal can be filtered using a lowpass filter. Lowpass cutoff freqvency is defined. 
0 = None: no filtering applied'
1 = 4 Hz: signal uptill a freq of 4 hz will pass
2 = 2 Hz | 3 = 1 Hz | 4 = 1/2 Hz
5 = 1/5 Hz signal uptil a freqvency of 0.2Hz will pass","","1,2,3","","","1.0","1","","Par_Filter_AI4","External signal can be filtered using a lowpass filter. Lowpass cutoff freqvency is defined. 
0 = None: no filtering applied'
1 = 4 Hz: signal uptill a freq of 4 hz will pass
2 = 2 Hz | 3 = 1 Hz | 4 = 1/2 Hz
5 = 1/5 Hz signal uptil a freqvency of 0.2Hz will pass",""
"Kxx","O011","Display","显示","Language","语言","3157","0.0","0.0","7.0","","","","Enum","0:English,1:Chinese,2:Portuguese,3:Russian,4:Spanish,5:French,6:German,7:Italian","0:English,1:Chinese,2:Portuguese,3:Russian,4:Spanish,5:French,6:German,7:Italian","7","0","Use only in MMI display. Select your choice of system language from the given list","","1,2,3","","","1.0","1","","Par_Language","Use only in MMI display. Select your choice of system language from the given list","QuickScreen1Parameter_0"
"Kxx","K004","Display","显示","Login timeout","登录超时","3158","10.0","1.0","120.0","","min","","INT","","","7","0","After some time of inactivity on the local display the user is logout to secure that a third person don't make change based on an other person login.","","1,2,3","","","1.0","0","","Par_Login_timeout_min","After some time of inactivity on the local display the user is logout to secure that a third person don't make change based on an other person login.",""
"Kxx","K006","Display","显示","Backlight timeout","背景灯超时","3159","2.0","0.0","120.0","","min","","INT","","","7","0","After some time of inactivity on the local display the backlight is switched off","","1,2,3","","","1.0","0","","Par_Backlight_timeout_min","After some time of inactivity on the local display the backlight is switched off",""
"Kxx","O005","Display","显示","Password daily","日常密码","3160","100.0","0.0","999.0","","","","INT","","","7","0","Use only for MMI display. Set the password for the user , all parameters can be seen a few can be changed on using this password","","1,2,3","","","1.0","0","","Par_Pswd_daily_user","Use only for MMI display. Set the password for the user , all parameters can be seen a few can be changed on using this password",""
"Kxx","K002","Display","显示","Password service","检修密码","3161","200.0","0.0","999.0","","","","INT","","","7","0","Use only for MMI display. Set the password for the service User. All parameters can be seen, most parameters can be can be changed on using this password.","","1,2,3","","","1.0","0","","Par_Pswd_service","Use only for MMI display. Set the password for the service User. All parameters can be seen, most parameters can be can be changed on using this password.",""
"Kxx","K003","Display","显示","Password commission","授权密码","3162","300.0","0.0","999.0","","","","INT","","","7","0","Use only for MMI display. Set the password for the commissioning User . All the parameters can be seen and changed.","","1,2,3","","","1.0","0","","Par_Pswd_supervisor","Use only for MMI display. Set the password for the commissioning User . All the parameters can be seen and changed.",""
"Kxx","K005","Display","显示","Contrast","对比度","3163","40.0","0.0","100.0","","%","","INT","","","7","0","Use only in MMI display. Adjustable LCD contrast of the MMIGRS","","1,2,3","","","1.0","0","","Par_Contrast","Use only in MMI display. Adjustable LCD contrast of the MMIGRS",""
"Kxx","K001","Display","显示","Brightness","亮度","3164","80.0","0.0","100.0","","%","","INT","","","7","0","Used for MMI display to set the LCD brightness of the MMIGRS","","1,2,3","","","1.0","0","","Par_Brightness","Used for MMI display to set the LCD brightness of the MMIGRS",""
"Kxx","R005","Display","显示","Display unit","显示单位","3165","0.0","0.0","1.0","","","","Enum","0:MET,1:IMP","0:见到,1:脉冲管压紧件","7","0","Change of the unit of measurement
0= METRIC temperature unit in display °C and  pressure unit is bar, barg,
1= IMPERIAL temperature unit in display °F pressure unit in display  psia, psig
Note: The unit used in MODBus are °C and bar g
","","1,2,3","","","1.0","0","","Par_UnitSystem","Change of the unit of measurement
0= METRIC temperature unit in display °C and  pressure unit is bar, barg,
1= IMPERIAL temperature unit in display °F pressure unit in display  psia, psig
Note: The unit used in MODBus are °C and bar g
",""
"Kxx","K010","Display","显示","Opening degree unit","开度单位","3166","0.0","0.0","1.0","","","","Enum","0:Percentage,1:Step","0:Percentage,1:Step","7","0","Read the unit of  opening degree of the valve
0 = Percent: OD % 
1= step: OD in number of steps","","1,2,3","","","1.0","0","","Par_Opening_degree_unit","Read the unit of  opening degree of the valve
0 = Percent: OD % 
1= step: OD in number of steps",""
"Gxx","G001","Communication","通讯","Controller adr.","控制器地址","3167","1.0","1.0","127.0","","","","INT","","","7","0","The unique device address of the controller. This is use when multiple controller are used in a network as a daisy chain. ","","1,2,3","","","1.0","0","","Par_ID","The unique device address of the controller. This is use when multiple controller are used in a network as a daisy chain. ",""
"Gxx","G003","Communication","通讯","CAN bus min. update interval","CAN 总线最小更新时间间隔","3168","5.0","0.0","20.0","","s","","INT","","","7","0","When measurement signal/ control data is transferred via CAN bus all value most update within the CAN bus min. update interval","","1,2,3","","","1.0","0","","Par_CAN_bus_Min_Update_Interval","When measurement signal/ control data is transferred via CAN bus all value most update within the CAN bus min. update interval",""
"Gxx","G004","Communication","通讯","Modbus min. update interval","MODbus最小更新时间间隔","3169","5.0","0.0","60.0","","s","","INT","","","6","0","When measurement signal/ control data is transferred via MODbus all value most update within the MODbus min. update interval","","1,2,3","","","1.0","0","Par_EKE_1V_Variant != 0","Par_Modbus_Min_Update_Interval","When measurement signal/ control data is transferred via MODbus all value most update within the MODbus min. update interval",""
"Gxx","G005","Communication","通讯","Modbus baudrate","Modbus 波特率","3170","6.0","0.0","8.0","","","","Enum","0:0,1:1200,2:2400,3:4800,4:9600,5:14400,6:19200,7:28800,8:38400","0:0,1:1200,2:2400,3:4800,4:9600,5:14400,6:19200,7:28800,8:38400","6","0","Set the required modbus RS 485 RTU baudrate ( all units on bus must have same baudrate)","","1,2,3","","","1.0","0","Par_EKE_1V_Variant != 0","Par_Modbus_baud","Set the required modbus RS 485 RTU baudrate ( all units on bus must have same baudrate)",""
"Gxx","G008","Communication","通讯","Modbus mode","Modbus 模式","3171","1.0","0.0","2.0","","","","Enum","0:8N1,1:8E1,2:8N2","0:8N1,1:8E1,2:8N2","6","0","Set the required modbus RS 485 RTU data bit ( all units on bus must have same mode)","","1,2,3","","","1.0","0","Par_EKE_1V_Variant != 0","Par_Modbus_set","Set the required modbus RS 485 RTU data bit ( all units on bus must have same mode)",""
"Gxx","G007","Communication","通讯","Modbus mapping","Modbus 映射","3172","0.0","0.0","1.0","","","","Enum","0:Operation,1:Configuration","0:操作,1:配置","6","0","To facilitate fast read for the master controller a selected number of parameters can be grouped to fit into one telegram
0=operation: groups is defined ready to write or read
1= setup: Groups of parameters can be configured","","1,2,3","","","1.0","0","Par_EKE_1V_Variant != 0","Par_Modbus_mapping","To facilitate fast read for the master controller a selected number of parameters can be grouped to fit into one telegram
0=operation: groups is defined ready to write or read
1= setup: Groups of parameters can be configured",""
"Gxx","G002","Communication","通讯","Can baudrate","Canbus波特率","3173","1.0","0.0","5.0","","","","Enum","0:20k,1:50k,2:125k,3:250k,4:500k,5:1M","0:20k,1:50k,2:125k,3:250k,4:500k,5:1M","7","0","Set the device baud rate on the CAN network  ( all unit on bus must have same baudrate)","","1,2,3","","","1.0","0","","Par_CAN_baudrate","Set the device baud rate on the CAN network  ( all unit on bus must have same baudrate)",""
"Gxx","G012","Communication","通讯","Signal sharing Pe","蒸发压力信号分享","3174","0.0","0.0","1.0","","","","Enum","0:Off,1:On","0:关,1:在","7","0","sharing of an evaporating  pressure transmitter with multiple controllers  via CANbus
0=Off :  the local sensor is not shared
1=On: the local sensor is shared with multiple controllers","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_Sharing_P0","sharing of an evaporating  pressure transmitter with multiple controllers  via CANbus
0=Off :  the local sensor is not shared
1=On: the local sensor is shared with multiple controllers",""
"Gxx","G013","Communication","通讯","Signal sharing Pc","冷凝压力信号分享","3175","0.0","0.0","1.0","","","","Enum","0:Off,1:On","0:关,1:在","7","0","sharing of an condenser pressure transmitter with multiple controllers  via CANbus
0=Off :  the local sensor is not shared
1=On: the local sensor is shared with multiple controllers","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_Sharing_Pc","sharing of an condenser pressure transmitter with multiple controllers  via CANbus
0=Off :  the local sensor is not shared
1=On: the local sensor is shared with multiple controllers",""
"Gxx","G014","Communication","通讯","Signal sharing S3","S3信号分享","3176","0.0","0.0","1.0","","","","Enum","0:Off,1:On","0:关,1:在","7","0","sharing of an S3 media inlet  with multiple controllers  via CANbus
0=Off :  the local sensor is not shared
1=On: the local sensor is shared with multiple controllers","","1,2,3","","","1.0","0","Par_Operation_mode == 0","Par_Sharing_S3","sharing of an S3 media inlet  with multiple controllers  via CANbus
0=Off :  the local sensor is not shared
1=On: the local sensor is shared with multiple controllers",""
"Sxx","U118","Service","检修","Operation status","运行状态","4005","0.0","0.0","20.0","","","","Enum","0:Power up,1:Stop,2:Manual,3:Service,4:Safe State,5:Defrosting,6:Valve driver,7:Ther. Cutout,8:Emer. cooling,9:SH ctrl err.,10:SH start Pctrl,11:SH start fix OD,12:SH ctrl normal,13:SH ctrl MTR,14:SH ctrl LOP,15:SH ctrl minPC,16:SH ctrl MOP,17:SH ctrl maxPc,18:SH ctrl SH cl,19:SH ctrl minS4,20:SH ctrl Tc","0:通电,1:停止,2:手动,3:检修,4:安全状态,5:除霜,6:阀驱动器,7:你 在么。关断,8:新兴市场。制冷,9:SH CTRL ERR 。,10:SH 开始 pctrl,11:SH 开始修复 OD,12:SH CTRL 正常,13:SH CTRL MTR,14:SH CTRL Lop,15:SH CTRL minpc,16:SH CTRL MOP,17:SH CTRL maxpc,18:SH CTRL SH CL,19:SH CTRL 分钟4,20:SH CTRL TC","7","1","Read actual operation status","","1,2,3","","","1.0","0","","Par_Operation_Status","Read actual operation status",""
"Sxx","U022","Service","检修","Actual SH reference","实际过热度参考值","4006","0.0","0.0","100.0","","K","","Float","","","7","1","Read the actual superheat reference","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_Actual_SH_Reference","Read the actual superheat reference",""
"Sxx","U021","Service","检修","Actual superheat","实际过热度","4007","0.0","0.0","100.0","","K","","Float","","","7","1","Read measured superheat at suction line","","1,2,3","","","10.0","1","Par_Operation_mode == 0","Par_Actual_Superheat","Read measured superheat at suction line",""
"Sxx","U024","Service","检修","Actual OD","实际开启度","4008","0.0","0.0","100.0","","%","","Float","","","7","1","Read the actual valve opening degree in %","","1,2,3","","","10.0","1","Par_Opening_degree_unit == 0","Par_Act_OD","Read the actual valve opening degree in %",""
"Sxx","U100","Service","检修","Actual step","实际开启步数","4009","0.0","0.0","10000.0","","stp","","INT","","","7","1","Read the actual valve opening degree in step","","1,2,3","","","1.0","1","Par_Opening_degree_unit == 1","Par_Actual_OD_Stp","Read the actual valve opening degree in step",""
"Sxx","U028","Service","检修","Actual temperature reference","实际温度参考值","4010","0.0","0.0","100.0","","K","","Float","","","7","1","Read actual temperature reference
(active setpoint + any contribution from external signal)","","1,2,3","","","10.0","0","Par_Operation_mode == 0 && Par_Thermostatic_mode != 0","Par_Actual_Temperature_Reference","Read actual temperature reference
(active setpoint + any contribution from external signal)",""
"Sxx","U020","Service","检修","S2 suction pipe","吸气管S 2","4011","-50.0","-50.0","150.0","","°C","","Float","","","7","1","Read the temperature of the S2 Suction line sensor measured at the evaporator outlet","","1,2,3","","","10.0","1","Par_Operation_mode == 0","Par_s2","Read the temperature of the S2 Suction line sensor measured at the evaporator outlet",""
"Sxx","U027","Service","检修","S3 media inlet","介质入口S 3","4012","-50.0","-50.0","150.0","","°C","","Float","","","7","1","Read  temperature of  the S3  sensor at the media inlet","","1,2,3","","","10.0","1","Par_Operation_mode == 0 && (Par_Mapping_AI1 == 1 || Par_Mapping_AI5 == 1)","Par_s3","Read  temperature of  the S3  sensor at the media inlet",""
"Sxx","U016","Service","检修","S4 media outlet","介质出口S 4","4013","-50.0","-50.0","150.0","","°C","","Float","","","7","1","Read  temperature of  the S4 sensor at the media outlet","","1,2,3","","","10.0","1","Par_Operation_mode == 0 && (Par_Mapping_AI1 == 2 || Par_Mapping_AI5 == 2)","Par_s4","Read  temperature of  the S4 sensor at the media outlet",""
"Sxx","U025","Service","检修","Pe evaporator","蒸发压力Pe","4014","0.0","-1.0","200.0","","barg","","Float","","","7","1","Read evaporating pressure measured by pressure transmitter at evaporator outlet","","1,2,3","","","10.0","1","Par_Operation_mode == 0","Par_p0","Read evaporating pressure measured by pressure transmitter at evaporator outlet",""
"Sxx","U026","Service","检修","Te saturated evaporation temperature","饱和蒸发温度Te","4015","0.0","0.0","100.0","","°C","","Float","","","7","1","Read saturated evaporating temperature","","1,2,3","","","10.0","1","Par_Operation_mode == 0","Par_T0","Read saturated evaporating temperature",""
"Sxx","U104","Service","检修","Pc condenser","冷凝压力Pc","4016","0.0","-1.0","200.0","","barg","","Float","","","7","1","Read condensing pressure","","1,2,3","","","10.0","1","Par_Operation_mode == 0 && Par_Mapping_AI4 == 2","Par_pc","Read condensing pressure",""
"Sxx","U105","Service","检修","Tc saturated condenser temperature","饱和冷凝器温度Tc","4017","0.0","0.0","100.0","","°C","","Float","","","7","1","Read saturated  condensing temperature","","1,2,3","","","10.0","1","Par_Operation_mode == 0 && Par_Mapping_AI4 == 2","Par_Tc","Read saturated  condensing temperature",""
"Sxx","U101","Service","检修","Actual battery voltage","实际的 电池 电压","4018","0.0","0.0","30.0","","V","","Float","","","7","1","Read the actual  voltage of the battery connected to the  backup battery terminals of the controller","","1,2,3","","","10.0","0","Par_Use_Battery_Backup == 1","Par_Actual_Battery_Voltage","Read the actual  voltage of the battery connected to the  backup battery terminals of the controller",""
"Sxx","U058","Service","检修","Liquid line solenoid valve","液体管路电磁阀","4026","0.0","0.0","1.0","","","","Enum","0:Off,1:On","0:关,1:在","7","1","read the status of Liquid line solenoid valve","","1,2,3","","","1.0","1","Par_Mapping_DO1 == 1","Par_EVR","read the status of Liquid line solenoid valve",""
"Sxx","U114","Service","检修","Alarm relay","报警继电器","4027","0.0","0.0","1.0","","","","Enum","0:Off,1:On","0:关,1:在","7","1","read the status of alarm relay","","1,2,3","","","1.0","1","Par_Mapping_DO1 == 0","Par_Alarm_Relay","read the status of alarm relay",""
"Sxx","U007","Service","检修","External reference signal","外部参考信号","4028","0.0","0.0","12.0","","V","","Float","","","7","1","Read value of external voltage signal ","","1,2,3","","","10.0","0","(Par_Ext_Ref_Setup >= 1 && Par_Ext_Ref_Setup <= 3)","Par_Ext_Ref_Sig_Volt","Read value of external voltage signal ",""
"Sxx","U006","Service","检修","External reference signal","外部参考信号","4029","0.0","0.0","24.0","","mA","","Float","","","7","1","Read value of external voltage signal ","","1,2,3","","","10.0","1","(Par_Ext_Ref_Setup >= 7 && Par_Ext_Ref_Setup <= 9)","Par_Ext_Ref_Sig_mA","Read value of external voltage signal ",""
"Sxx","U107","Service","检修","Act. ext. ref. temperature offset","实际外部参考温度补偿","4030","0.0","0.0","40.0","","K","","Float","","","7","1","read the external signal contribution to temperature reference","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_Actual_Ext_Ref_Temperature_Offset","read the external signal contribution to temperature reference",""
"Sxx","U108","Service","检修","Act. ext. ref. SH offset","实际外部参考过热度补偿","4031","0.0","0.0","40.0","","K","","Float","","","7","1","Read the external signal contribution to sh reference","","1,2,3","","","10.0","0","Par_Operation_mode == 0","Par_Actual_Ext_Ref_SH_Offset","Read the external signal contribution to sh reference",""
"Sxx","U124","Service","检修","Act. ext.ref. max. OD","实际外部参照最大开启度","4092","0.0","0.0","100.0","","%","","Float","","","7","1","OD when external signal is at max","","1,2,3","","","10.0","0","0","Par_Actual_Max_OD","OD when external signal is at max",""
"Sxx","U109","Service","检修","DI main switch","数字输入主开关","4032","0.0","0.0","1.0","","","","Enum","0:Off,1:On","0:关,1:在","7","1","read the status of DI main switch signal","","1,2,3","","","1.0","1","","Par_DI_main_switch","read the status of DI main switch signal",""
